Compound_Name,Type,Area,Price_EGP,Reference_No,Bedrooms,Bathrooms,Delivery,Finishing,Delivery,URL
Stone Park in New Cairo by Roya Developments,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Stone Park in New Cairo by Roya Developments,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Stone Park in New Cairo by Roya Developments,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Stone Park in New Cairo by Roya Developments,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Stone Park in New Cairo by Roya Developments,Apartment,170,None,98247,3,3,2028,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/924-oak-residences-stone-park/property/98247-Apartment-for-sale-in-Oak%20Residences-Stone%20Park-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Apartment,87,None,73404,1,2,2026,semi-finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/73404-apartment-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Apartment,154,None,87738,3,3,2027,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/1124-the-hills/property/87738-apartment-for-sale-in-the-hills
Stone Park in New Cairo by Roya Developments,Clinic,132,13560000,106264,N/A,N/A,2028,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/1218-the-big-business-district/property/106264-Clinic-for-sale-in-The%20Big%20Business%20District-with-13-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Apartment,189,12890400,98248,3,3,2028,not finished,2028-10-30T00:00:00.000Z,https://www.nawy.com/compound/924-oak-residences-stone-park/property/98248-Apartment-for-sale-in-Oak%20Residences-Stone%20Park-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Apartment,152,29725000,76266,3,3,2026,not finished,2022-09-28T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/76266-apartment-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Villa,646,15312600,95247,7,10,2028,not finished,2028-10-30T00:00:00.000Z,https://www.nawy.com/compound/1124-the-hills/property/95247-villa-for-sale-in-the-hills
Stone Park in New Cairo by Roya Developments,Office,201,24000000,106265,N/A,N/A,2028,Finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/1218-the-big-business-district/property/106265-Office-for-sale-in-The%20Big%20Business%20District-with-8-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Apartment,147,10757400,98249,2,3,2028,not finished,2028-10-30T00:00:00.000Z,https://www.nawy.com/compound/924-oak-residences-stone-park/property/98249-Apartment-for-sale-in-Oak%20Residences-Stone%20Park-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Apartment,149,25000000,83801,2,3,2027,not finished,2023-09-09T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/83801-apartment-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Apartment,152,6750000,102959,3,3,2028,not finished,2026-12-01T00:00:00.000Z,https://www.nawy.com/compound/1124-the-hills/property/102959-apartment-for-sale-in-the-hills
Stone Park in New Cairo by Roya Developments,Office,77,30801250,107844,N/A,N/A,2028,not finished,2026-12-01T00:00:00.000Z,https://www.nawy.com/compound/1218-the-big-business-district/property/107844-Office-for-sale-in-The%20Big%20Business%20District-with-8-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Apartment,205,25000000,14527,4,4,Delivered,Finished,2024-10-25T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Stone Park in New Cairo by Roya Developments,Villa,900,21000000,16177,9,9,Delivered,Finished,2024-11-18T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Stone Park in New Cairo by Roya Developments,Townhouse,600,36000000,23564,4,5,Delivered,Finished,2024-12-11T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Stone Park in New Cairo by Roya Developments,Villa,350,45000000,39193,4,5,Delivered,Furnished,2024-12-25T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Stone Park in New Cairo by Roya Developments,Villa,185,19066782,53850,3,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Stone Park in New Cairo by Roya Developments,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Stone Park in New Cairo by Roya Developments,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Stone Park in New Cairo by Roya Developments,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Stone Park in New Cairo by Roya Developments,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Stone Park in New Cairo by Roya Developments,Duplex,268,None,98251,4,5,2028,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/924-oak-residences-stone-park/property/98251-Duplex-for-sale-in-Oak%20Residences-Stone%20Park-with-3-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Townhouse,190,None,87791,3,4,2026,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/87791-townhouse-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Apartment,165,None,108655,3,3,2026,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/1124-the-hills/property/108655-apartment-loft-for-sale-in-the-hills
Stone Park in New Cairo by Roya Developments,Clinic,45,13560000,109243,N/A,N/A,2028,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/1218-the-big-business-district/property/109243-Clinic-for-sale-in-The%20Big%20Business%20District-with-13-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Duplex,275,35000000,98252,4,5,2028,not finished,2024-01-23T00:00:00.000Z,https://www.nawy.com/compound/924-oak-residences-stone-park/property/98252-Duplex-for-sale-in-Oak%20Residences-Stone%20Park-with-3-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Townhouse,190,19000000,88947,3,4,2026,semi-finished,2025-03-08T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/88947-townhouse-corner-for-sale-in-stone-park-new-cairo
Stone Park in New Cairo by Roya Developments,Townhouse,235,22500000,109660,4,4,2027,not finished,2025-05-03T00:00:00.000Z,https://www.nawy.com/compound/1124-the-hills/property/109660-Townhouse-for-sale-in-The%20Hills-with-7-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Clinic,63,32000000,109244,N/A,N/A,2028,Finished,2025-05-31T00:00:00.000Z,https://www.nawy.com/compound/1218-the-big-business-district/property/109244-Clinic-for-sale-in-The%20Big%20Business%20District-with-13-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Duplex,172,60000000,98253,2,3,2028,not finished,2025-06-21T00:00:00.000Z,https://www.nawy.com/compound/924-oak-residences-stone-park/property/98253-Duplex-for-sale-in-Oak%20Residences-Stone%20Park-with-3-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Apartment,135,43000000,92717,2,2,2027,semi-finished,2025-06-23T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/92717-apartment-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Villa,239,15500000,69688,3,4,2027,not finished,2025-08-11T00:00:00.000Z,https://www.nawy.com/compound/1124-the-hills/property/69688-villa-for-sale-in-the-hills-willows-
Stone Park in New Cairo by Roya Developments,Clinic,74,38000000,109245,N/A,N/A,2028,Finished,2025-08-14T00:00:00.000Z,https://www.nawy.com/compound/1218-the-big-business-district/property/109245-Clinic-for-sale-in-The%20Big%20Business%20District-with-13-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Apartment,205,24000000,14527,4,4,Delivered,Finished,2025-09-01T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Stone Park in New Cairo by Roya Developments,Villa,900,30000000,16177,9,9,Delivered,Finished,2025-12-28T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Stone Park in New Cairo by Roya Developments,Townhouse,600,19066782,23564,4,5,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Stone Park in New Cairo by Roya Developments,Villa,350,None,39193,4,5,Delivered,Furnished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Stone Park in New Cairo by Roya Developments,Villa,185,80000000,53850,3,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Stone Park in New Cairo by Roya Developments,Apartment,183,None,55349,3,3,Delivered,semi-finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Stone Park in New Cairo by Roya Developments,Apartment,145,9250000,62215,2,3,Delivered,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Stone Park in New Cairo by Roya Developments,Office,48,None,62438,N/A,N/A,2027,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Stone Park in New Cairo by Roya Developments,Villa,242,None,64956,2,3,2026,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Stone Park in New Cairo by Roya Developments,Apartment,93,None,98254,1,2,2028,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/924-oak-residences-stone-park/property/98254-Apartment-for-sale-in-Oak%20Residences-Stone%20Park-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Apartment,174,13560000,94951,3,3,2027,semi-finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/94951-apartment-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Villa,239,14032400,70289,4,4,2027,semi-finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1124-the-hills/property/70289-villa-for-sale-at-the-hills
Stone Park in New Cairo by Roya Developments,Clinic,94,15071600,109246,N/A,N/A,2028,Finished,2029-12-31T00:00:00.000Z,https://www.nawy.com/compound/1218-the-big-business-district/property/109246-Clinic-for-sale-in-The%20Big%20Business%20District-with-13-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Apartment,165,20563200,106543,2,3,2028,not finished,2028-01-01T00:00:00.000Z,https://www.nawy.com/compound/924-oak-residences-stone-park/property/106543-Apartment-for-sale-in-Oak%20Residences-Stone%20Park-with-21-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Townhouse,235,10657100,98239,4,4,2027,not finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/98239-Townhouse-for-sale-in-Stone%20Park-with-7-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Apartment,166,16409800,81643,3,3,2026,semi-finished,2028-11-30T00:00:00.000Z,https://www.nawy.com/compound/1124-the-hills/property/81643-apartment-for-sale-in-the-hills
Stone Park in New Cairo by Roya Developments,Office,57,6260000,109247,N/A,N/A,2028,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/1218-the-big-business-district/property/109247-Office-for-sale-in-The%20Big%20Business%20District-with-8-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Apartment,139,6444525,110974,2,2,2026,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/924-oak-residences-stone-park/property/110974-apartment-for-sale-in-oak-residence
Stone Park in New Cairo by Roya Developments,Duplex,258,9202000,99248,4,4,2027,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/99248-duplex-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Office,73,13664100,109248,N/A,N/A,2028,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1218-the-big-business-district/property/109248-Office-for-sale-in-The%20Big%20Business%20District-with-8-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Apartment,193,7877440,102062,3,3,2028,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/102062-apartment-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Apartment,205,15426600,14527,4,4,Delivered,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Stone Park in New Cairo by Roya Developments,Villa,900,9734200,16177,9,9,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Stone Park in New Cairo by Roya Developments,Townhouse,600,19066782,23564,4,5,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Stone Park in New Cairo by Roya Developments,Villa,350,None,39193,4,5,Delivered,Furnished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Stone Park in New Cairo by Roya Developments,Villa,185,80000000,53850,3,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Stone Park in New Cairo by Roya Developments,Apartment,183,None,55349,3,3,Delivered,semi-finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Stone Park in New Cairo by Roya Developments,Apartment,145,9250000,62215,2,3,Delivered,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Stone Park in New Cairo by Roya Developments,Office,48,None,62438,N/A,N/A,2027,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Stone Park in New Cairo by Roya Developments,Villa,242,None,64956,2,3,2026,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Stone Park in New Cairo by Roya Developments,Office,84,None,109249,N/A,N/A,2028,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/1218-the-big-business-district/property/109249-Office-for-sale-in-The%20Big%20Business%20District-with-8-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Villa,280,13560000,23326,4,4,Delivered,semi-finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/23326-villa-for-sale-in-stone-parknew-cairo
Stone Park in New Cairo by Roya Developments,Office,95,9915700,109250,N/A,N/A,2028,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/1218-the-big-business-district/property/109250-Office-for-sale-in-The%20Big%20Business%20District-with-8-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Townhouse,270,11200000,24205,4,3,Delivered,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/24205-town-house-for-sale-in-stone-parknew-cairo
Stone Park in New Cairo by Roya Developments,Office,84,9656400,111435,N/A,N/A,2028,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1218-the-big-business-district/property/111435-Office-for-sale-in-The%20Big%20Business%20District-with-8-bedrooms-in-New%20Cairo-by-Roya%20Developments
Stone Park in New Cairo by Roya Developments,Townhouse,270,12068000,40528,3,4,Delivered,Finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/40528-townhouse-for-sale-in-stone-park-new-cairo
Stone Park in New Cairo by Roya Developments,Apartment,87,5204318,54281,1,2,2026,not finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/54281-apartment-for-sale-in-stone-park-new-cairo
Stone Park in New Cairo by Roya Developments,Villa,240,11095400,55430,3,4,2026,not finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/55430-villa-for-sale-in-stone-park-new-cairo
Stone Park in New Cairo by Roya Developments,Villa,240,7116350,65660,3,3,Delivered,semi-finished,2025-08-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/65660-villa-for-sale-at-stone-park
Stone Park in New Cairo by Roya Developments,Townhouse,240,None,67946,4,4,Delivered,semi-finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/67946-townhouse-for-sale-at-stone-park
Stone Park in New Cairo by Roya Developments,Villa,700,10700000,70034,5,5,Delivered,semi-finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/70034-villa-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Villa,900,4286400,70886,5,6,Delivered,semi-finished,2029-11-30T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/70886-villa-for-sale-stone-park
Stone Park in New Cairo by Roya Developments,Apartment,205,10435000,14527,4,4,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Stone Park in New Cairo by Roya Developments,Villa,900,7656750,16177,9,9,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Stone Park in New Cairo by Roya Developments,Townhouse,600,19066782,23564,4,5,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Stone Park in New Cairo by Roya Developments,Villa,350,None,39193,4,5,Delivered,Furnished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Stone Park in New Cairo by Roya Developments,Villa,185,80000000,53850,3,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Stone Park in New Cairo by Roya Developments,Apartment,183,None,55349,3,3,Delivered,semi-finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Stone Park in New Cairo by Roya Developments,Apartment,145,9250000,62215,2,3,Delivered,Finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Stone Park in New Cairo by Roya Developments,Office,48,None,62438,N/A,N/A,2027,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Stone Park in New Cairo by Roya Developments,Villa,242,None,64956,2,3,2026,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Stone Park in New Cairo by Roya Developments,Twinhouse,644,None,73789,6,7,Delivered,not finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/73789-twinhouse-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Townhouse,270,13560000,78198,3,4,Delivered,semi-finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/78198-townhouse-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Townhouse,240,7257068,82323,4,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/82323-townhouse-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Villa,471,7475949,85081,4,5,Delivered,not finished,2026-11-30T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/85081-villa-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Villa,660,5919494,86868,5,7,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/86868-villa-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Villa,360,6504818,87085,4,4,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/87085-villa-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Townhouse,270,9103200,93142,4,4,Delivered,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/93142-townhouse-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Villa,240,29799353,93476,4,3,Delivered,Furnished,2028-07-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/93476-villa-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Twinhouse,281,6649000,95480,3,4,Delivered,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/95480-twinhosue-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Villa,290,7300000,111504,3,4,Delivered,Finished,2027-03-31T00:00:00.000Z,https://www.nawy.com/compound/477-stone-park/property/111504-villa-for-sale-in-stone-park
Stone Park in New Cairo by Roya Developments,Apartment,205,8710000,14527,4,4,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Stone Park in New Cairo by Roya Developments,Villa,900,20039257,16177,9,9,Delivered,Finished,2024-07-03T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Stone Park in New Cairo by Roya Developments,Townhouse,600,30742043,23564,4,5,Delivered,Finished,2024-09-30T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Stone Park in New Cairo by Roya Developments,Villa,350,25049072,39193,4,5,Delivered,Furnished,2024-08-11T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Stone Park in New Cairo by Roya Developments,Villa,185,19066782,53850,3,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Stone Park in New Cairo by Roya Developments,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Stone Park in New Cairo by Roya Developments,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Stone Park in New Cairo by Roya Developments,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Stone Park in New Cairo by Roya Developments,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,181,None,107855,3,3,2029,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/1856-covaya/property/107855-Chalet-for-sale-in-Covaya-with-5-bedrooms-in-Ain%20Sokhna-by-Roya%20Developments
Telal Sokhna in Ain Sokhna by Roya Developments,Townhouse,150,None,105247,3,3,2029,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/1028-telal-shores/property/105247-Townhouse-for-sale-in-Telal%20-%20Shores%20-with-7-bedrooms-in-Ain%20Sokhna-by-Roya%20Developments
Telal Sokhna in Ain Sokhna by Roya Developments,Twinhouse,180,None,105245,3,3,2028,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/105245-Twinhouse-for-sale-in-Telal%20Sokhna-with-6-bedrooms-in-Ain%20Sokhna-by-Roya%20Developments
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,137,13560000,108084,2,3,2029,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/1856-covaya/property/108084-Chalet-for-sale-in-Covaya-with-5-bedrooms-in-Ain%20Sokhna-by-Roya%20Developments
Telal Sokhna in Ain Sokhna by Roya Developments,Twinhouse,140,27326260,107843,3,3,2028,Finished,2024-12-18T00:00:00.000Z,https://www.nawy.com/compound/1028-telal-shores/property/107843-Twinhouse-for-sale-in-Telal%20-%20Shores%20-with-6-bedrooms-in-Ain%20Sokhna-by-Roya%20Developments
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,96,25049072,45435,2,2,2026,Finished,2024-11-12T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/45435-chalet-for-sale-in-telal-el-soukhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,108,26415385,64813,2,1,2027,Finished,2025-01-29T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/64813-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,134,44378637,62501,3,2,2027,Finished,2025-01-08T00:00:00.000Z,https://www.nawy.com/compound/1028-telal-shores/property/62501-chalet-for-sale-in-telal-shors
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,157,23910478,109255,2,2,2029,Finished,2025-01-12T00:00:00.000Z,https://www.nawy.com/compound/1856-covaya/property/109255-Chalet-for-sale-in-Covaya-with-5-bedrooms-in-Ain%20Sokhna-by-Roya%20Developments
